time,power,VO2,cadence,lactate,rf,heart_rate,saturation
491,96,3247.3,91,2.3977,37.376,143.5,97
492,96,3513.5,91,2.442,34.483,144,97
493,96,3521,91,2.4863,34.993,144,97
494,98,3528.4,92,2.5307,35.503,144,97
495,96,3109.8,92,2.575,32.432,144,97
496,94,3169.9,91,2.6193,31.76,145,97
497,94,3230,90,2.6637,31.088,146,97
498,96,2999.1,91,2.708,28.477,146.3,97
499,97,2768.2,91,2.7523,25.867,146.7,98
500,97,2537.3,92,2.7967,23.256,147,98
501,96,2960.3,92,2.841,28.869,147,98
502,97,3383.3,92,2.8853,34.483,147,98
503,99,3344.2,92,2.9297,32.547,147,98
504,99,3305.2,92,2.974,30.612,147,99
505,100,3254.4,92,3.0183,31.746,145,99
506,101,3233.3,93,3.0627,31.58,145,99
507,105,3212.2,95,3.107,31.414,145,99
508,239,3350.4,99,3.1513,32.1,145,99
509,462,3488.7,111,3.1957,32.787,145,99
510,610,3308.7,133,3.24,31.393,144.5,99
511,682,3128.7,151,3.2843,30,144,99
512,683,3146.3,154,3.3287,31.76,144,99
513,639,3163.9,148,3.373,33.52,144,99
514,406,3163.8,143,3.4173,34.511,144,99
515,198,3163.7,140,3.4617,35.503,144,99
516,166,2975.4,115,3.506,34.286,144,99
517,126,2960.9,99,3.5503,37.277,145.5,99
518,108,2946.5,100,3.5947,40.268,147,99
519,101,3054.2,95,3.639,40.541,147,99
520,102,3494.4,93,3.6833,44.86,147,99
521,106,3934.6,95,3.7277,49.18,147,99
522,110,3821.1,98,3.772,46.875,147,99
523,111,3491.3,99,3.8163,41.619,147,99
524,110,3161.6,99,3.8607,36.364,147,99
525,108,3120.8,98,3.905,35.503,146,99
526,106,3157.2,96,3.9493,35.193,146.5,99
527,107,3193.6,96,3.9937,34.884,147,99
528,107,3283.8,96,4.038,33.067,147.5,99
529,105,3374.1,96,4.0823,31.25,148,99
530,104,3390.5,96,4.1267,30.118,148.5,99
531,105,3406.8,96,4.171,28.986,149,99
532,107,3202.5,96,4.2153,30.118,148.5,99
533,107,2998.1,97,4.2597,31.25,148,99
534,109,3120.7,97,4.304,32.109,147.5,99
535,110,3243.3,98,4.3483,32.967,147,99
536,114,3246.9,99,4.3927,30.976,147,99
537,123,3250.6,103,4.437,28.986,147,99
538,248,3294.1,105,4.4813,30.45,146.5,99
539,466,3337.6,109,4.5257,31.915,146,99
540,609,2944.4,131,4.57,27.676,146,99
541,663,2551.2,150,4.6088,23.438,146,99
542,654,3150.9,151,4.6477,29.683,146,99
543,519,3750.5,146,4.6865,35.928,146,99
544,309,3634.5,144,4.7253,37.975,145,99
545,199,2892.5,132,4.7642,37.855,145,99
546,159,2150.5,101,4.803,37.736,145,99
547,121,3737.2,88,4.8418,40.816,146,99
548,100,3690.9,90,4.8807,41.991,147,99
549,94,3644.6,90,4.9195,43.165,148,99
550,96,4017.2,90,4.9583,50.42,149,99
551,96,3834.8,91,4.9972,46.154,149,99
552,95,3794.2,91,5.036,45.465,149,99
553,98,3753.5,91,5.0748,44.776,149,99
554,100,3133.3,92,5.1137,35.294,148,99
555,98,3321.7,93,5.1525,34.693,148,99
556,96,3510.1,92,5.1913,34.091,148,99
557,96,3342.6,91,5.2302,33.088,149.5,99
558,97,3175.1,92,5.269,32.086,151,99
559,96,3312.5,92,5.3078,32.897,151,99
560,94,3449.9,90,5.3467,33.708,151,99
561,95,3271.3,90,5.3855,31.56,151,99
562,96,3092.7,91,5.4243,29.412,151,99
563,95,3268.9,91,5.4632,31.655,150,99
564,94,3445.1,90,5.502,33.898,149,98
565,95,3289.4,90,5.5408,35.503,148,98
566,96,3493.8,91,5.5797,34.894,148,98
567,103,3698.3,92,5.6185,34.286,148,98
568,339,3494.3,107,5.6573,32.294,148,98
569,599,3290.4,133,5.6962,30.303,148,98
570,651,3317.6,148,5.735,29.857,147.5,98
571,660,3344.8,150,5.7738,29.412,147,98
572,630,3331,147,5.8127,30.25,147,98
573,495,3317.2,141,5.8515,31.088,147,98
574,294,3086.2,142,5.8903,32.687,146.5,98
575,189,2855.2,119,5.9292,34.286,146,98
576,143,3485.8,78,5.968,38.961,147,98
577,101,3551.8,68,6.0068,40.314,148.5,98
578,87,3617.9,77,6.0457,41.667,150,98
579,90,3486.1,86,6.0845,43.478,150,98
580,93,3426.4,89,6.1233,42.429,150,98
581,94,3366.6,90,6.1622,41.379,150,98
582,96,4415,91,6.201,50,150,98
583,98,3682.9,92,6.2398,38.761,149.5,98
584,99,2950.9,92,6.2787,27.523,149,98
585,99,3555.6,93,6.3175,41.667,150,98
586,99,3327.4,93,6.3563,35.56,150.7,98
587,99,3099.2,92,6.3952,29.453,151.3,98
588,96,2871,92,6.434,23.346,152,98
589,97,3441,91,6.4728,29.014,152.5,99
590,98,4010.9,92,6.5117,34.682,153,99
591,96,3690,91,6.5505,33.898,153,99
592,95,3501.7,91,6.5893,34.191,152.5,99
593,96,3313.4,92,6.6282,34.483,152,99
594,96,3589.7,91,6.667,34.683,151,99
595,95,3866,91,6.7058,34.884,150,99
596,97,3709.1,91,6.7447,34.986,150.5,99
597,99,3552.2,92,6.7835,35.088,151,99
598,100,3339,92,6.8223,35.294,150,99
599,98,3443.6,92,6.8612,35.294,149.5,99
600,90,3548.1,90,6.9,35.294,149,99
601,86,3584.2,86,6.9192,35.94,148.5,99
602,84,3620.2,84,6.9383,36.585,148,99
603,83,3049.8,83,6.9575,29.966,147.5,99
604,83,2479.3,83,6.9767,23.346,147,99
605,83,3272.4,83,6.9958,31.673,146.5,98
606,89,4065.4,85,7.015,40,146,98
607,92,4089.6,89,7.0342,37.143,146,98
608,87,4113.7,87,7.0533,34.286,146,98
609,87,3184.4,85,7.0725,31.915,146,98
610,89,2915,87,7.0917,28.173,145.7,98
611,91,2645.6,88,7.1108,24.431,145.3,98
612,90,2376.2,88,7.13,20.69,145,98
613,89,3068.4,88,7.1492,28.096,144,98
614,89,3760.6,88,7.1683,35.503,143,98
615,90,3539.7,87,7.1875,33.376,143,98
616,90,3318.9,87,7.2067,31.25,143,98
617,91,3272,88,7.2258,31.582,141.5,98
618,92,3225.1,89,7.245,31.915,140,98
619,91,3183.4,89,7.2642,31.747,140,98
620,90,3141.6,88,7.2833,31.579,140,99
621,90,3007.6,88,7.3025,30.715,139,99
622,90,2873.5,88,7.3217,29.851,138,99
623,90,2992.3,87,7.3408,30.31,137.5,99
624,88,3111.1,87,7.36,30.769,137,99
625,88,2755.4,86,7.3792,27.362,136.3,99
626,88,2399.8,87,7.3983,23.955,135.7,99
627,89,2044.2,87,7.4175,20.548,135,99
628,89,3370.5,88,7.4367,33.52,133,99
629,90,3094,88,7.4558,31.611,133.5,99
630,91,2817.5,88,7.475,29.703,134,99
631,91,2886.7,88,7.4942,30.315,133.5,99
632,91,2955.9,88,7.5133,30.928,133,99
633,91,2949.9,88,7.5325,29.957,131.5,99
634,92,2943.9,88,7.5517,28.986,130,99
635,93,2790.4,89,7.5708,28.54,129.3,99
636,93,2637,90,7.59,28.095,128.7,99
637,92,2483.5,90,7.6092,27.65,128,99
638,90,2280.1,88,7.6283,24.134,127.5,99
639,89,2076.7,87,7.6475,20.619,127,99
640,90,2435.9,87,7.6667,25.235,127.5,99
641,91,2795.2,88,7.6858,29.851,128,99
642,92,2823.1,88,7.705,29.334,128,99
643,93,2851,89,7.7242,28.818,128,99
644,93,2878.9,90,7.7433,28.302,128,99
645,92,2689.8,89,7.7625,27.484,125.5,99
646,91,2500.8,89,7.7817,26.667,123,99
647,91,2496.4,88,7.8008,25.006,123,99
648,92,2492.1,88,7.82,23.346,123,99
649,90,2566.3,88,7.8392,26.379,123,99
650,92,2640.5,88,7.8583,29.412,123,99
651,93,2428,89,7.8775,26.751,122.7,99
652,95,2215.5,90,7.8967,24.09,122.3,99
653,95,2003,91,7.9158,21.429,122,99
654,93,2290.8,90,7.935,25.714,121.5,99
655,92,2578.6,89,7.9542,30,121,99
656,92,2557.9,89,7.9733,28.889,121.5,99
657,92,2537.2,89,7.9925,27.778,122,99
658,92,2731.8,89,8.0117,30.556,122,99
659,93,2926.3,89,8.0308,33.333,122,99
660,93,2846.7,89,8.05,32.709,122.5,99
661,93,2767.1,90,8.0578,32.086,123,99
662,93,2386.8,90,8.0657,27.884,123,99
663,94,2006.6,90,8.0735,23.682,123,99
664,95,1626.4,91,8.0813,19.481,123,99
665,95,2174.5,91,8.0892,24.969,121.5,99
666,96,2722.7,91,8.097,30.457,120,99
667,95,2703.6,91,8.1048,29.247,120,99
668,96,2684.4,91,8.1127,28.037,120,99
669,96,2442,91,8.1205,27.844,120,99
670,96,2199.5,91,8.1283,27.65,120,99
671,98,2258.7,92,8.1362,27.607,120,99
672,98,2317.8,92,8.144,27.565,120,99
673,98,2376.9,92,8.1518,27.523,120,99
674,99,2505.2,93,8.1597,29.068,120,99
675,100,2633.6,93,8.1675,30.612,120,99
676,100,2517.1,93,8.1753,30.381,119,99
677,101,2400.6,94,8.1832,30.151,118,99
678,101,2163.2,94,8.191,28.712,117.5,99
679,101,1925.9,94,8.1988,27.273,117,99
680,101,2171.6,94,8.2067,26.348,116.5,99
681,100,2417.4,93,8.2145,25.424,116,99
682,100,2203.6,93,8.2223,23.319,116.3,99
683,101,1989.9,93,8.2302,21.213,116.7,99
684,100,1776.1,93,8.238,19.108,117,99
685,100,2173.9,93,8.2458,23.253,117.5,99
686,99,2571.7,93,8.2537,27.397,118,99
687,99,2513.9,93,8.2615,28.021,118,99
688,98,2456.1,92,8.2693,28.645,118,99
689,97,2398.4,92,8.2772,29.268,118,99
690,97,2431.3,92,8.285,28.988,117,99
691,98,2464.2,92,8.2928,28.708,116,99
692,99,2380.9,92,8.3007,27.747,115.5,99
693,99,2297.5,93,8.3085,26.786,115,99
694,98,2279,92,8.3163,27.412,115.5,99
695,100,2260.5,93,8.3242,28.037,116,99
696,103,2195.5,94,8.332,26.571,115.5,99
697,100,2130.5,93,8.3398,25.105,115,99
698,96,2201.3,92,8.3477,25.786,114.7,99
699,97,2272.1,91,8.3555,26.468,114.3,99
700,100,2342.8,93,8.3633,27.149,114,99
701,101,2390.6,93,8.3712,28.726,113.5,99
702,101,2438.3,93,8.379,30.303,113,99
703,99,2251.1,93,8.3868,29.105,113.5,99
704,99,2063.8,92,8.3947,27.907,114,99
705,97,1942.7,92,8.4025,25.647,114.3,99
706,99,1821.6,92,8.4103,23.387,114.7,99
707,106,1700.5,95,8.4182,21.127,115,99
708,107,2184.6,97,8.426,23.897,114.5,99
709,99,2668.7,94,8.4338,26.667,114,99
710,95,2453.2,92,8.4417,25.679,113.5,99
711,94,2237.6,90,8.4495,24.691,113,99
712,94,2419.5,90,8.4573,25.119,113,99
713,96,2601.4,91,8.4652,25.546,113,99
714,99,2783.3,92,8.473,25.974,113,99
715,101,2582,93,8.4808,27.072,113,99
716,100,2380.7,94,8.4887,28.169,113,98
717,100,2236.9,93,8.4965,26.85,113.5,98
718,102,2093.2,94,8.5043,25.532,114,98
719,103,2139.6,95,8.5122,25.478,113.5,98
720,104,2186,95,8.52,25.424,113,98
721,105,2035.9,96,8.5197,23.443,112.3,98
722,105,1885.8,96,8.5193,21.462,111.7,98
723,105,1735.8,96,8.519,19.481,111,98
724,106,2165.4,96,8.5187,25.53,111.5,98
725,107,2595,96,8.5183,31.579,112,98
726,107,2557.8,97,8.518,30.789,112.5,98
727,106,2520.7,96,8.5177,30,113,98
728,106,2450.4,96,8.5173,29.259,113.3,99
729,106,2380.1,96,8.517,28.519,113.7,99
730,106,2309.8,96,8.5167,27.778,114,99
731,105,2217.7,95,8.5163,27.342,114,99
732,105,2125.6,95,8.516,26.906,114,99
733,107,2221.1,96,8.5157,27.089,114.5,99
734,107,2316.6,96,8.5153,27.273,115,99
735,106,2362.5,96,8.515,28.059,115,99
736,105,2408.4,96,8.5147,28.846,115,99
737,105,2362.2,96,8.5143,27.998,114.5,99
738,105,2316,96,8.514,27.149,114,99
739,106,2362.4,96,8.5137,27.464,114.5,99
740,107,2408.8,96,8.5133,27.778,115,99
741,106,2284,96,8.513,26.551,115,99
742,106,2159.1,96,8.5127,25.324,115,99
743,107,2034.3,96,8.5123,24.096,115,99
744,107,2225,97,8.512,24.76,114.5,99
745,107,2415.6,96,8.5117,25.424,114,99
746,104,2219.5,96,8.5113,23.507,114,99
747,102,2023.3,95,8.511,21.589,114,98
748,104,1827.2,95,8.5107,19.672,114,98
749,105,2201.5,95,8.5103,24.122,114,98
750,104,2575.8,95,8.51,28.571,114,98
751,103,2572.6,95,8.5097,28.663,114,98
752,104,2569.4,95,8.5093,28.755,114,98
753,107,2566.2,96,8.509,28.846,114,98
754,108,2536.5,97,8.5087,27.876,114.5,98
755,108,2506.9,97,8.5083,26.906,115,98
756,108,2377.1,97,8.508,25.85,114.5,98
757,109,2247.3,98,8.5077,24.793,114,98
758,109,2190.9,98,8.5073,22.683,113,98
759,109,2134.5,98,8.507,20.572,112,98
760,108,2078,97,8.5067,18.462,111,98
761,106,2116.4,97,8.5063,21.877,110.7,98
762,105,2154.7,96,8.506,25.293,110.3,98
763,105,2193.1,96,8.5057,28.708,110,98
764,104,2247.1,95,8.5053,28.179,111.5,98
765,102,2301.2,95,8.505,27.65,113,98
766,102,2294.1,94,8.5047,27.158,113,98
767,103,2286.9,94,8.5043,26.667,113,98
768,105,2269.3,95,8.504,26.264,113.5,98
769,104,2251.7,96,8.5037,25.862,114,98
770,103,2292.3,95,8.5033,27.082,114,98
771,105,2332.8,95,8.503,28.302,114,98
772,106,2272.7,96,8.5027,28.235,113.5,98
773,104,2212.6,95,8.5023,28.169,113,98
774,101,2271.2,94,8.502,28.213,113,98
775,99,2329.9,93,8.5017,28.258,113,98
776,99,2388.5,92,8.5013,28.302,113,98
777,102,2305.7,93,8.501,27.138,113,98
778,104,2223,95,8.5007,25.974,113,98
779,103,2339.9,95,8.5003,26.38,113.5,98
780,103,2456.7,95,8.5,26.786,114,98
781,104,2444.5,95,8.4998,27.611,114,98
782,105,2432.3,95,8.4997,28.436,114,98
783,105,2347.7,96,8.4995,27.732,113,98
784,106,2263,96,8.4993,27.027,112,98
785,107,2188.8,96,8.4992,27.192,112,98
786,105,2114.7,96,8.499,27.358,112,98
787,105,2040.5,95,8.4988,27.523,112,98
788,107,1999.9,96,8.4987,25.256,113,98
789,107,1959.4,96,8.4985,22.989,114,98
790,107,1852.5,96,8.4983,25.848,114,98
791,108,1745.6,97,8.4982,28.708,114,98
792,107,2263.3,97,8.498,28.917,113,98
793,107,2780.9,97,8.4978,29.126,112,98
794,109,2691.7,97,8.4977,27.482,111.7,98
795,109,2602.5,98,8.4975,25.838,111.3,98
796,105,2513.4,96,8.4973,24.194,111,98
797,103,2503.3,95,8.4972,24.597,111.5,99
798,103,2493.3,95,8.497,25,112,99
799,103,2468,95,8.4968,25.325,112,99
800,105,2442.8,95,8.4967,25.649,112,98
801,105,2417.6,96,8.4965,25.974,112,98
802,104,2161.7,95,8.4963,23.852,112,98
803,103,1905.9,95,8.4962,21.73,112,98
804,103,1650.1,95,8.496,19.608,112,98
805,101,2089.3,94,8.4958,22.57,112,98
806,99,2528.4,93,8.4957,25.532,112,99
807,99,2605,93,8.4955,26.719,112.5,99
808,100,2681.5,93,8.4953,27.907,113,99
809,100,2416.9,93,8.4952,27.287,113,98
810,100,2152.3,93,8.495,26.667,113,98
811,101,2349.7,93,8.4948,27.967,112.5,98
812,103,2547.2,94,8.4947,29.268,112,98
813,103,2490.1,95,8.4945,29.634,111.5,98
814,103,2433,95,8.4943,30,111,98
815,105,2437.1,95,8.4942,29.569,111,98
816,106,2441.1,95,8.494,29.139,111,98
817,107,2445.2,96,8.4938,28.708,111,98
818,107,2410.3,96,8.4937,26.306,111.5,98
819,105,2375.4,96,8.4935,23.904,112,98
820,104,2340.4,96,8.4933,24.664,112.5,98
821,104,2305.3,95,8.4932,25.424,113,98
822,102,2115.8,95,8.493,23.775,112.7,98
823,101,1926.3,94,8.4928,22.126,112.3,98
824,100,1736.8,94,8.4927,20.478,112,98
825,100,2075,93,8.4925,24.593,112.5,98
826,104,2413.2,94,8.4923,28.708,113,98
827,109,2407,97,8.4922,28.573,113.7,98
828,110,2400.7,98,8.492,28.437,114.3,98
829,109,2394.5,98,8.4918,28.302,115,98
830,112,2489.2,99,8.4917,28.437,115,98
831,114,2583.9,100,8.4915,28.571,115,98
832,113,2614,100,8.4913,29.211,115,98
833,113,2644.1,99,8.4912,29.851,115,98
834,113,2425,100,8.491,29.851,115.5,98
835,123,2205.9,103,8.4908,29.851,116,98
836,280,2292.5,108,8.4907,30.154,117,98
837,542,2379,125,8.4905,30.457,118,98
838,715,2317.4,153,8.4903,30.304,118.5,98
839,778,2255.8,169,8.4902,30.151,119,98
840,778,2534.2,170,8.49,29.854,120,98
841,629,2812.6,166,8.4892,29.557,121,98
842,365,2632.7,159,8.4883,29.93,121.5,98
843,221,2452.8,144,8.4875,30.303,122,98
844,173,977.23,126,8.4867,33.898,122,98
845,130,1423.6,108,8.4858,31.949,123,98
846,105,1870,97,8.485,30,124,98
847,95,2022.8,93,8.4842,33.634,125.5,98
848,95,2175.7,91,8.4833,37.267,127,98
849,100,3073.6,93,8.4825,43.478,132,97
850,101,2870.4,94,8.4817,39.596,133,97
851,101,2667.1,94,8.4808,35.714,134,97
852,101,4271.4,94,8.48,45.113,134,97
853,101,3769.9,94,8.4792,41.075,134.5,97
854,100,3268.4,94,8.4783,37.037,135,97
855,99,3174.2,93,8.4775,34.823,136,97
856,102,3080,94,8.4767,32.609,137,97
857,104,2831,95,8.4758,29.315,138.7,97
858,103,2582.1,95,8.475,26.021,140.3,97
859,102,2333.1,94,8.4742,22.727,142,97
860,104,3128.5,95,8.4733,31.25,143,97
861,105,3257.1,95,8.4725,31.089,143,97
862,103,3385.6,95,8.4717,30.928,143,97
863,103,3410.3,95,8.4708,30.027,143,97
864,107,3435,96,8.47,29.126,143,97
865,252,3319.5,110,8.4692,30.27,141.5,97
866,503,3204,134,8.4683,31.414,140,97
867,629,3225.2,144,8.4675,32.281,140,97
868,662,3246.5,148,8.4667,33.149,140,97
869,679,3184.1,153,8.4658,32.617,140,97
870,668,3121.7,152,8.465,32.086,140,97
871,537,3031.1,148,8.4642,31.507,140,97
872,325,2940.4,150,8.4633,30.928,140,97
873,220,2876.8,143,8.4625,33.111,140,97
874,183,2813.1,110,8.4617,35.294,140,97
875,135,3587.1,93,8.4608,41.667,142,97
876,104,3186.2,96,8.46,48.78,142,97
877,96,3161.3,93,8.4592,46.449,142.5,97
878,98,3136.4,92,8.4583,44.118,143,97
879,98,3522.5,92,8.4575,44.444,143,97
880,98,3656.5,93,8.4567,48.387,144,97
881,101,3365.8,93,8.4558,43.801,144.5,97
882,102,3075.1,94,8.455,39.216,145,97
883,103,3922,95,8.4542,39.735,146,97
884,104,3552.6,95,8.4533,37.309,146.5,97
885,105,3183.2,96,8.4525,34.884,147,97
886,104,3189.6,95,8.4517,32.906,147.5,97
887,103,3196,95,8.4508,30.928,148,98
888,104,3230.9,95,8.45,31.947,149,98
889,105,3265.7,95,8.4492,32.967,150,98
890,104,3269.9,96,8.4483,32.028,150,98
891,105,3274.1,96,8.4475,31.088,150,98
892,107,3447.2,96,8.4467,31.937,149.5,98
893,110,3620.3,97,8.4458,32.787,149,98
894,112,3163.4,98,8.445,28.251,148.5,98
895,232,2706.4,100,8.4442,23.715,148,98
896,413,3233.1,106,8.4433,28.903,147.5,98
897,553,3759.8,127,8.4425,34.091,147,98
898,662,3644.2,149,8.4417,34.903,147,98
899,690,3528.5,156,8.4408,35.714,147,97
900,664,3504.3,153,8.44,36.145,147,97
901,522,3339,147,8.453,35.413,146.5,97
902,308,3173.7,142,8.466,34.682,146,97
903,188,3389.3,126,8.479,34.885,145.5,97
904,139,3604.9,98,8.492,35.088,145,97
905,109,3419.2,91,8.505,40.268,146,97
906,101,3775.1,94,8.518,48.387,146,98
907,101,3743.3,94,8.531,46.582,147.5,98
908,101,3711.4,94,8.544,44.776,149,98
909,102,3731.4,94,8.557,52.632,149,98
910,103,3161.8,94,8.57,48,149,98
911,105,4043.3,95,8.583,54.054,150,98
912,105,3974.8,96,8.596,48,152,98
913,106,3666.3,96,8.609,40.929,151.3,98
914,108,3357.7,97,8.622,33.857,150.7,98
915,110,3049.2,98,8.635,26.786,150,98
916,109,3361.1,98,8.648,41.667,151,98
917,108,3125.5,97,8.661,35.652,151.3,98
918,107,2889.9,97,8.674,29.637,151.7,98
919,107,2654.3,97,8.687,23.622,152,98
920,106,4016.7,97,8.7,38.462,153,98
921,104,4030.2,96,8.713,37.413,153,98
922,104,4043.7,95,8.726,36.364,153,98
923,105,3829.2,95,8.739,36.039,153,98
924,106,3614.7,96,8.752,35.714,153,98
925,357,3749.2,110,8.765,37.736,153,98
926,623,3531.4,135,8.778,34.575,152.5,98
927,657,3313.7,149,8.791,31.414,152,98
928,672,3483.5,153,8.804,33.999,152,98
929,641,3653.3,149,8.817,36.585,152,98
930,601,3855,142,8.83,35.088,151,98
931,390,3807.5,139,8.843,35.616,151.5,98
932,193,3759.9,135,8.856,36.145,152,98
933,172,3604.8,117,8.869,37.181,151.5,98
934,127,3449.6,91,8.882,38.217,151,98
935,105,3523.6,88,8.895,48.387,151,98
936,104,4072.2,94,8.908,53.571,151,98
937,105,3434.8,95,8.921,43.545,152.5,98
938,107,2797.5,96,8.934,33.52,154,98
939,109,4221.4,97,8.947,51.724,154,98
940,110,3726.7,98,8.96,49.587,156,98
941,111,4013.6,99,8.973,50,156,98
942,111,3757.9,99,8.986,45.833,156,98
943,110,3502.1,98,8.999,41.667,156,98
944,109,3145.8,98,9.012,33.078,156,98
945,108,2789.5,97,9.025,24.49,156,98
946,107,3524.9,96,9.038,31.6,157,98
947,110,4260.3,97,9.051,38.71,158,98
948,113,3762.4,99,9.064,37.267,160,98
949,112,3814.9,99,9.077,38.634,160,98
950,111,3867.4,99,9.09,40,160,98
951,113,4121.2,99,9.103,38.961,158,98
952,113,3931.6,100,9.116,38.589,158,98
953,115,3742,100,9.129,38.217,158,98
954,121,3687.2,102,9.142,38.096,158,98
955,257,3632.4,105,9.155,37.975,158,98
956,461,3376.3,115,9.168,32.086,158,98
957,585,3528.4,135,9.181,34.335,157.5,98
958,640,3680.5,147,9.194,36.585,157,98
959,619,3708.2,147,9.207,37.043,156.5,98
960,587,3735.9,141,9.22,37.5,156,98
961,387,3471.5,138,9.2482,34.707,156,98
962,187,3207.1,131,9.2763,31.915,156,99
963,155,3918.4,108,9.3045,37.5,156,99
964,118,3937.1,94,9.3327,39.583,155.5,99
965,102,3955.9,96,9.3608,41.667,155,99
966,100,3858.8,93,9.389,47.244,156,99
967,104,3617.7,94,9.4172,42.254,157,99
968,109,3827.6,97,9.4453,54.054,157,99
969,113,3798.4,99,9.4735,53.343,157.5,98
970,113,3769.2,100,9.5017,52.632,158,98
971,108,3302.2,98,9.5298,44.118,157,98
972,109,4070.6,97,9.558,52.174,157,98
